# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-02-23 17:24:01 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11224000 MF SAN JOAQUIN R NR MAMMOTH LAKES CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11224000
#            TS   parameter     statistic     Description
#          9329       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	9329_00060_00003	9329_00060_00003_cd
USGS	11224000	2013-05-25	193	A
USGS	11224000	2013-05-26	200	A
USGS	11224000	2013-05-27	198	A
USGS	11224000	2013-05-28	217	A
USGS	11224000	2013-05-29	246	A
USGS	11224000	2013-05-30	269	A
USGS	11224000	2013-05-31	272	A
USGS	11224000	2013-06-01	292	A
USGS	11224000	2013-06-02	326	A
USGS	11224000	2013-06-03	334	A
USGS	11224000	2013-06-04	338	A
USGS	11224000	2013-06-05	306	A
USGS	11224000	2013-06-06	293	A
USGS	11224000	2013-06-07	290	A
USGS	11224000	2013-06-08	317	A
USGS	11224000	2013-06-09	350	A
USGS	11224000	2013-06-10	353	A
USGS	11224000	2013-06-11	288	A
USGS	11224000	2013-06-12	242	A
USGS	11224000	2013-06-13	201	A
USGS	11224000	2013-06-14	168	A
USGS	11224000	2013-06-15	144	A
USGS	11224000	2013-06-16	135	A
USGS	11224000	2013-06-17	138	A
USGS	11224000	2013-06-18	143	A
USGS	11224000	2013-06-19	125	A
USGS	11224000	2013-06-20	102	A
USGS	11224000	2013-06-21	94.3	A
USGS	11224000	2013-06-22	95.2	A
USGS	11224000	2013-06-23	105	A
USGS	11224000	2013-06-24	108	A
USGS	11224000	2013-06-25	190	A
USGS	11224000	2013-06-26	178	A
USGS	11224000	2013-06-27	157	A
USGS	11224000	2013-06-28	163	A
USGS	11224000	2013-06-29	171	A
USGS	11224000	2013-06-30	157	A
USGS	11224000	2013-07-01	141	A
USGS	11224000	2013-07-02	132	A
USGS	11224000	2013-07-03	125	A
USGS	11224000	2013-07-04	112	A
USGS	11224000	2013-07-05	117	A
USGS	11224000	2013-07-06	113	A
USGS	11224000	2013-07-07	93.4	A
USGS	11224000	2013-07-08	80.2	A
USGS	11224000	2013-07-09	69.1	A
USGS	11224000	2013-07-10	62.0	A
USGS	11224000	2013-07-11	60.0	A
USGS	11224000	2013-07-12	58.0	A
USGS	11224000	2013-07-13	51.6	A
USGS	11224000	2013-07-14	47.5	A
USGS	11224000	2013-07-15	45.7	A
USGS	11224000	2013-07-16	48.3	A
USGS	11224000	2013-07-17	46.0	A
USGS	11224000	2013-07-18	41.3	A
USGS	11224000	2013-07-19	40.0	A
USGS	11224000	2013-07-20	41.8	A
USGS	11224000	2013-07-21	45.6	A
USGS	11224000	2013-07-22	48.0	A
USGS	11224000	2013-07-23	49.1	A
USGS	11224000	2013-07-24	45.6	A
USGS	11224000	2013-07-25	43.0	A
USGS	11224000	2013-07-26	45.6	A
USGS	11224000	2013-07-27	46.7	A
USGS	11224000	2013-07-28	45.1	A
USGS	11224000	2013-07-29	39.5	A
USGS	11224000	2013-07-30	35.9	A
USGS	11224000	2013-07-31	32.6	A
USGS	11224000	2013-08-01	29.9	A
USGS	11224000	2013-08-02	26.5	A
USGS	11224000	2013-08-03	23.8	A
USGS	11224000	2013-08-04	21.9	A
USGS	11224000	2013-08-05	20.6	A
USGS	11224000	2013-08-06	19.8	A
USGS	11224000	2013-08-07	19.8	A
USGS	11224000	2013-08-08	19.3	A
USGS	11224000	2013-08-09	18.4	A
USGS	11224000	2013-08-10	17.1	A
USGS	11224000	2013-08-11	15.8	A
USGS	11224000	2013-08-12	15.0	A
USGS	11224000	2013-08-13	14.5	A
USGS	11224000	2013-08-14	14.0	A
USGS	11224000	2013-08-15	13.8	A
USGS	11224000	2013-08-16	13.7	A
USGS	11224000	2013-08-17	14.2	A
USGS	11224000	2013-08-18	15.9	A
USGS	11224000	2013-08-19	18.5	A
USGS	11224000	2013-08-20	39.7	A
USGS	11224000	2013-08-21	35.2	A
USGS	11224000	2013-08-22	27.7	A
USGS	11224000	2013-08-23	23.9	A
USGS	11224000	2013-08-24	20.7	A
USGS	11224000	2013-08-25	18.1	A
USGS	11224000	2013-08-26	15.7	A
USGS	11224000	2013-08-27	14.7	A
USGS	11224000	2013-08-28	14.6	A
USGS	11224000	2013-08-29	16.0	A
USGS	11224000	2013-08-30	16.1	A
USGS	11224000	2013-08-31	15.6	A
USGS	11224000	2013-09-01	16.0	A
USGS	11224000	2013-09-02	17.1	A
USGS	11224000	2013-09-03	18.0	A
USGS	11224000	2013-09-04	17.3	A
USGS	11224000	2013-09-05	16.4	A
USGS	11224000	2013-09-06	15.6	A
USGS	11224000	2013-09-07	14.3	A
USGS	11224000	2013-09-08	12.9	A
USGS	11224000	2013-09-09	12.0	A
USGS	11224000	2013-09-10	11.4	A
USGS	11224000	2013-09-11	10.9	A
USGS	11224000	2013-09-12	10.7	A
USGS	11224000	2013-09-13	10.5	A
USGS	11224000	2013-09-14	10.6	A
USGS	11224000	2013-09-15	10.7	A
USGS	11224000	2013-09-16	10.5	A
USGS	11224000	2013-09-17	10.4	A
USGS	11224000	2013-09-18	9.46	A
USGS	11224000	2013-09-19	8.91	A
USGS	11224000	2013-09-20	8.34	A
USGS	11224000	2013-09-21	8.81	A
USGS	11224000	2013-09-22	11.9	A
USGS	11224000	2013-09-23	11.4	A
USGS	11224000	2013-09-24	10.8	A
USGS	11224000	2013-09-25	10.4	A
USGS	11224000	2013-09-26	9.68	A
USGS	11224000	2013-09-27	9.27	A
USGS	11224000	2013-09-28	8.73	A
USGS	11224000	2013-09-29	8.18	A
USGS	11224000	2013-09-30	7.64	A
USGS	11224000	2013-10-01	7.34	A
USGS	11224000	2013-10-02	7.16	A
USGS	11224000	2013-10-03	6.99	A
USGS	11224000	2013-10-04	6.80	A
USGS	11224000	2013-10-05	6.55	A
USGS	11224000	2013-10-06	6.36	A
USGS	11224000	2013-10-07	6.26	A
USGS	11224000	2013-10-08	6.13	A
USGS	11224000	2013-10-09	6.60	A
USGS	11224000	2013-10-10	7.85	A
USGS	11224000	2013-10-11	8.01	A
USGS	11224000	2013-10-12	8.00	A
USGS	11224000	2013-10-13	7.65	A
USGS	11224000	2013-10-14	7.34	A
USGS	11224000	2013-10-15	7.09	A
USGS	11224000	2013-10-16	6.89	A
USGS	11224000	2013-10-17	6.83	A
USGS	11224000	2013-10-18	6.61	A
USGS	11224000	2013-10-19	6.48	A
USGS	11224000	2013-10-20	6.33	A
USGS	11224000	2013-10-21	6.17	A
USGS	11224000	2013-10-22	6.11	A
USGS	11224000	2013-10-23	6.07	A
USGS	11224000	2013-10-24	5.94	A
USGS	11224000	2013-10-25	5.88	A
USGS	11224000	2013-10-26	5.84	A
USGS	11224000	2013-10-27	5.76	A
USGS	11224000	2013-10-28	6.70	A
USGS	11224000	2013-10-29	7.08	A
USGS	11224000	2013-10-30	7.33	A
USGS	11224000	2013-10-31	7.75	A
USGS	11224000	2013-11-01	7.90	A
USGS	11224000	2013-11-02	7.89	A
USGS	11224000	2013-11-03	7.66	A
USGS	11224000	2013-11-04	7.38	A
USGS	11224000	2013-11-05	6.75	A
USGS	11224000	2013-11-06	6.61	A:e
USGS	11224000	2013-11-07	6.46	A:e
USGS	11224000	2013-11-08	6.40	A:e
USGS	11224000	2013-11-09	6.33	A:e
USGS	11224000	2013-11-10	6.23	A
USGS	11224000	2013-11-11	6.15	A
USGS	11224000	2013-11-12	6.11	A
USGS	11224000	2013-11-13	6.08	A
USGS	11224000	2013-11-14	6.01	A
USGS	11224000	2013-11-15	6.01	A
USGS	11224000	2013-11-16	5.97	A
USGS	11224000	2013-11-17	5.81	A
USGS	11224000	2013-11-18	5.77	A
USGS	11224000	2013-11-19	5.81	A
USGS	11224000	2013-11-20	6.19	A:e
USGS	11224000	2013-11-21	6.08	A:e
USGS	11224000	2013-11-22	5.79	A
USGS	11224000	2013-11-23	6.27	A:e
USGS	11224000	2013-11-24	5.79	A:e
USGS	11224000	2013-11-25	5.76	A:e
USGS	11224000	2013-11-26	5.70	A:e
USGS	11224000	2013-11-27	5.53	A:e
USGS	11224000	2013-11-28	5.00	A:e
USGS	11224000	2013-11-29	4.31	A:e
USGS	11224000	2013-11-30	4.22	A:e
USGS	11224000	2013-12-01	4.57	A:e
USGS	11224000	2013-12-02	4.57	A:e
USGS	11224000	2013-12-03	4.84	A:e
USGS	11224000	2013-12-04	5.28	A:e
USGS	11224000	2013-12-05	6.09	A:e
USGS	11224000	2013-12-06	6.61	A:e
USGS	11224000	2013-12-07	7.23	A:e
USGS	11224000	2013-12-08	7.88	A:e
USGS	11224000	2013-12-09	8.62	A:e
USGS	11224000	2013-12-10	9.15	A:e
USGS	11224000	2013-12-11	9.43	A:e
USGS	11224000	2013-12-12	9.40	A:e
USGS	11224000	2013-12-13	9.24	A
USGS	11224000	2013-12-14	8.67	A
USGS	11224000	2013-12-15	8.56	A
USGS	11224000	2013-12-16	8.52	A
USGS	11224000	2013-12-17	8.34	A
USGS	11224000	2013-12-18	8.26	A
USGS	11224000	2013-12-19	8.24	A
USGS	11224000	2013-12-20	8.37	A:e
USGS	11224000	2013-12-21	8.58	A
USGS	11224000	2013-12-22	8.37	A:e
USGS	11224000	2013-12-23	8.33	A
USGS	11224000	2013-12-24	8.21	A:e
USGS	11224000	2013-12-25	7.87	A:e
USGS	11224000	2013-12-26	7.82	A:e
USGS	11224000	2013-12-27	7.58	A:e
USGS	11224000	2013-12-28	7.50	A:e
USGS	11224000	2013-12-29	7.50	A:e
USGS	11224000	2013-12-30	7.50	A:e
USGS	11224000	2013-12-31	7.43	A
USGS	11224000	2014-01-01	7.34	A:e
USGS	11224000	2014-01-02	7.26	A:e
USGS	11224000	2014-01-03	7.26	A:e
USGS	11224000	2014-01-04	7.34	A:e
USGS	11224000	2014-01-05	7.34	A:e
USGS	11224000	2014-01-06	7.34	A:e
USGS	11224000	2014-01-07	7.30	A
USGS	11224000	2014-01-08	7.39	A:e
USGS	11224000	2014-01-09	7.42	A:e
USGS	11224000	2014-01-10	7.54	A
USGS	11224000	2014-01-11	7.50	A:e
USGS	11224000	2014-01-12	6.96	A
USGS	11224000	2014-01-13	6.95	A:e
USGS	11224000	2014-01-14	7.36	A:e
USGS	11224000	2014-01-15	7.76	A:e
USGS	11224000	2014-01-16	7.70	A:e
USGS	11224000	2014-01-17	7.70	A:e
USGS	11224000	2014-01-18	7.63	A:e
USGS	11224000	2014-01-19	7.55	A:e
USGS	11224000	2014-01-20	7.41	A:e
USGS	11224000	2014-01-21	7.34	A:e
USGS	11224000	2014-01-22	7.20	A:e
USGS	11224000	2014-01-23	7.18	A:e
USGS	11224000	2014-01-24	6.94	A
USGS	11224000	2014-01-25	7.08	A
USGS	11224000	2014-01-26	7.55	A:e
USGS	11224000	2014-01-27	7.55	A:e
USGS	11224000	2014-01-28	7.29	A:e
USGS	11224000	2014-01-29	7.77	A
USGS	11224000	2014-01-30	8.33	A
USGS	11224000	2014-01-31	9.15	A:e
USGS	11224000	2014-02-01	10.1	A:e
USGS	11224000	2014-02-02	10.5	A
USGS	11224000	2014-02-03	11.5	A
USGS	11224000	2014-02-04	10.7	A
USGS	11224000	2014-02-05	10.4	A
USGS	11224000	2014-02-06	10.0	A
USGS	11224000	2014-02-07	10.3	A
USGS	11224000	2014-02-08	13.0	A
USGS	11224000	2014-02-09	14.0	A
USGS	11224000	2014-02-10	14.9	A
USGS	11224000	2014-02-11	16.1	A:e
USGS	11224000	2014-02-12	17.5	A
USGS	11224000	2014-02-13	18.6	A
USGS	11224000	2014-02-14	19.0	A
USGS	11224000	2014-02-15	17.9	A
USGS	11224000	2014-02-16	17.9	A
USGS	11224000	2014-02-17	19.3	A:e
USGS	11224000	2014-02-18	18.9	A:e
USGS	11224000	2014-02-19	16.9	A
USGS	11224000	2014-02-20	17.2	A
USGS	11224000	2014-02-21	17.1	A
USGS	11224000	2014-02-22	18.5	A
USGS	11224000	2014-02-23	18.7	A
USGS	11224000	2014-02-24	18.0	A
USGS	11224000	2014-02-25	18.9	A
USGS	11224000	2014-02-26	19.7	A
USGS	11224000	2014-02-27	21.4	A
USGS	11224000	2014-02-28	21.2	A
USGS	11224000	2014-03-01	27.9	A:e
USGS	11224000	2014-03-02	29.7	A:e
USGS	11224000	2014-03-03	30.8	A:e
USGS	11224000	2014-03-04	31.4	A:e
USGS	11224000	2014-03-05	31.3	A:e
USGS	11224000	2014-03-06	31.3	A:e
USGS	11224000	2014-03-07	31.0	A:e
USGS	11224000	2014-03-08	28.9	A
USGS	11224000	2014-03-09	28.5	A
USGS	11224000	2014-03-10	26.7	A
USGS	11224000	2014-03-11	26.0	A
USGS	11224000	2014-03-12	26.2	A
USGS	11224000	2014-03-13	25.9	A
USGS	11224000	2014-03-14	25.0	A
USGS	11224000	2014-03-15	25.9	A
USGS	11224000	2014-03-16	31.5	A
USGS	11224000	2014-03-17	40.2	A
USGS	11224000	2014-03-18	37.6	A
USGS	11224000	2014-03-19	35.0	A
USGS	11224000	2014-03-20	34.9	A
USGS	11224000	2014-03-21	33.5	A
USGS	11224000	2014-03-22	32.6	A
USGS	11224000	2014-03-23	32.7	A
USGS	11224000	2014-03-24	34.2	A
USGS	11224000	2014-03-25	38.8	A
USGS	11224000	2014-03-26	38.5	A:e
USGS	11224000	2014-03-27	36.7	A:e
USGS	11224000	2014-03-28	34.9	A:e
USGS	11224000	2014-03-29	34.8	A
USGS	11224000	2014-03-30	34.9	A
USGS	11224000	2014-03-31	34.6	A
USGS	11224000	2014-04-01	35.1	A:e
USGS	11224000	2014-04-02	34.7	A:e
USGS	11224000	2014-04-03	33.8	A:e
USGS	11224000	2014-04-04	33.3	A:e
USGS	11224000	2014-04-05	31.9	A
USGS	11224000	2014-04-06	37.1	A
USGS	11224000	2014-04-07	54.7	A
USGS	11224000	2014-04-08	81.6	A
USGS	11224000	2014-04-09	97.7	A
USGS	11224000	2014-04-10	108	A
USGS	11224000	2014-04-11	119	A
USGS	11224000	2014-04-12	131	A
USGS	11224000	2014-04-13	154	A
USGS	11224000	2014-04-14	155	A
USGS	11224000	2014-04-15	164	A
USGS	11224000	2014-04-16	169	A
USGS	11224000	2014-04-17	200	A
USGS	11224000	2014-04-18	221	A
USGS	11224000	2014-04-19	235	A
USGS	11224000	2014-04-20	234	A
USGS	11224000	2014-04-21	217	A
USGS	11224000	2014-04-22	175	A
USGS	11224000	2014-04-23	138	A
USGS	11224000	2014-04-24	129	A
USGS	11224000	2014-04-25	146	A
USGS	11224000	2014-04-26	158	A
USGS	11224000	2014-04-27	124	A
USGS	11224000	2014-04-28	123	A
USGS	11224000	2014-04-29	150	A
USGS	11224000	2014-04-30	174	A
USGS	11224000	2014-05-01	189	A
USGS	11224000	2014-05-02	234	A
USGS	11224000	2014-05-03	271	A
USGS	11224000	2014-05-04	255	A
USGS	11224000	2014-05-05	238	A
USGS	11224000	2014-05-06	191	A
USGS	11224000	2014-05-07	154	A
USGS	11224000	2014-05-08	135	A
USGS	11224000	2014-05-09	137	A
USGS	11224000	2014-05-10	148	A
USGS	11224000	2014-05-11	137	A
USGS	11224000	2014-05-12	126	A
USGS	11224000	2014-05-13	143	A
USGS	11224000	2014-05-14	182	A
USGS	11224000	2014-05-15	244	A
USGS	11224000	2014-05-16	300	A
USGS	11224000	2014-05-17	288	A
USGS	11224000	2014-05-18	265	A
USGS	11224000	2014-05-19	217	A
USGS	11224000	2014-05-20	181	A
USGS	11224000	2014-05-21	179	A
USGS	11224000	2014-05-22	159	A
USGS	11224000	2014-05-23	144	A
USGS	11224000	2014-05-24	161	A
USGS	11224000	2014-05-25	228	A
USGS	11224000	2014-05-26	311	A
USGS	11224000	2014-05-27	298	A
USGS	11224000	2014-05-28	260	A
USGS	11224000	2014-05-29	224	A
USGS	11224000	2014-05-30	183	A
USGS	11224000	2014-05-31	156	A
USGS	11224000	2014-06-01	151	A
USGS	11224000	2014-06-02	155	A
USGS	11224000	2014-06-03	144	A
USGS	11224000	2014-06-04	140	A
USGS	11224000	2014-06-05	152	A
USGS	11224000	2014-06-06	160	A
USGS	11224000	2014-06-07	142	A
USGS	11224000	2014-06-08	142	A
USGS	11224000	2014-06-09	146	A
USGS	11224000	2014-06-10	145	A
USGS	11224000	2014-06-11	135	A
USGS	11224000	2014-06-12	126	A
USGS	11224000	2014-06-13	115	A
USGS	11224000	2014-06-14	93.0	A
USGS	11224000	2014-06-15	77.2	A
USGS	11224000	2014-06-16	66.6	A
USGS	11224000	2014-06-17	55.0	A
USGS	11224000	2014-06-18	45.2	A
USGS	11224000	2014-06-19	46.3	A
USGS	11224000	2014-06-20	51.9	A
USGS	11224000	2014-06-21	50.6	A
USGS	11224000	2014-06-22	46.3	A
USGS	11224000	2014-06-23	46.0	A
USGS	11224000	2014-06-24	47.0	A
USGS	11224000	2014-06-25	50.1	A
USGS	11224000	2014-06-26	68.5	A
USGS	11224000	2014-06-27	69.9	A
USGS	11224000	2014-06-28	57.3	A
USGS	11224000	2014-06-29	52.9	A
USGS	11224000	2014-06-30	54.8	A
USGS	11224000	2014-07-01	49.5	A
USGS	11224000	2014-07-02	46.4	A
USGS	11224000	2014-07-03	46.1	A
USGS	11224000	2014-07-04	45.1	A
USGS	11224000	2014-07-05	38.4	A
USGS	11224000	2014-07-06	35.5	A
USGS	11224000	2014-07-07	36.0	A
USGS	11224000	2014-07-08	36.9	A
USGS	11224000	2014-07-09	36.6	A
USGS	11224000	2014-07-10	33.1	A
USGS	11224000	2014-07-11	32.4	A
USGS	11224000	2014-07-12	30.0	A
USGS	11224000	2014-07-13	29.0	A
USGS	11224000	2014-07-14	29.6	A
USGS	11224000	2014-07-15	30.6	A
USGS	11224000	2014-07-16	43.6	A
USGS	11224000	2014-07-17	88.4	A
USGS	11224000	2014-07-18	52.3	A
USGS	11224000	2014-07-19	40.2	A
USGS	11224000	2014-07-20	37.4	A
USGS	11224000	2014-07-21	32.9	A
USGS	11224000	2014-07-22	29.2	A
USGS	11224000	2014-07-23	25.8	A
USGS	11224000	2014-07-24	22.0	A
USGS	11224000	2014-07-25	19.8	A
USGS	11224000	2014-07-26	17.9	A
USGS	11224000	2014-07-27	17.2	A
USGS	11224000	2014-07-28	18.7	A
USGS	11224000	2014-07-29	21.3	A
USGS	11224000	2014-07-30	25.1	A
USGS	11224000	2014-07-31	23.3	A
USGS	11224000	2014-08-01	20.9	A
USGS	11224000	2014-08-02	20.1	A
USGS	11224000	2014-08-03	19.9	A
USGS	11224000	2014-08-04	21.1	A
USGS	11224000	2014-08-05	22.6	A
USGS	11224000	2014-08-06	20.5	A
USGS	11224000	2014-08-07	19.1	A
USGS	11224000	2014-08-08	18.0	A
USGS	11224000	2014-08-09	19.5	A
USGS	11224000	2014-08-10	20.4	A
USGS	11224000	2014-08-11	18.3	A
USGS	11224000	2014-08-12	17.6	A
USGS	11224000	2014-08-13	16.7	A
USGS	11224000	2014-08-14	15.7	A
USGS	11224000	2014-08-15	14.2	A
USGS	11224000	2014-08-16	13.1	A
USGS	11224000	2014-08-17	12.7	A
USGS	11224000	2014-08-18	12.2	A
USGS	11224000	2014-08-19	11.6	A
USGS	11224000	2014-08-20	11.4	A
USGS	11224000	2014-08-21	11.3	A
USGS	11224000	2014-08-22	11.2	A
USGS	11224000	2014-08-23	11.3	A
USGS	11224000	2014-08-24	10.8	A
USGS	11224000	2014-08-25	9.94	A
USGS	11224000	2014-08-26	9.45	A
USGS	11224000	2014-08-27	8.76	A
USGS	11224000	2014-08-28	8.86	A
USGS	11224000	2014-08-29	8.85	A
USGS	11224000	2014-08-30	8.74	A
USGS	11224000	2014-08-31	8.60	A
USGS	11224000	2014-09-01	8.20	A
USGS	11224000	2014-09-02	8.22	A
USGS	11224000	2014-09-03	8.27	A
USGS	11224000	2014-09-04	8.29	A
USGS	11224000	2014-09-05	8.07	A
USGS	11224000	2014-09-06	7.62	A
USGS	11224000	2014-09-07	7.01	A
USGS	11224000	2014-09-08	6.89	A
USGS	11224000	2014-09-09	7.14	A
USGS	11224000	2014-09-10	7.02	A
USGS	11224000	2014-09-11	6.71	A
USGS	11224000	2014-09-12	6.43	A
USGS	11224000	2014-09-13	6.09	A
USGS	11224000	2014-09-14	6.06	A
USGS	11224000	2014-09-15	6.13	A
USGS	11224000	2014-09-16	6.36	A
USGS	11224000	2014-09-17	6.92	A
USGS	11224000	2014-09-18	7.28	A
USGS	11224000	2014-09-19	6.98	A
USGS	11224000	2014-09-20	6.88	A
USGS	11224000	2014-09-21	8.17	A
USGS	11224000	2014-09-22	8.26	A
USGS	11224000	2014-09-23	7.45	A
USGS	11224000	2014-09-24	6.79	A
USGS	11224000	2014-09-25	6.09	A
USGS	11224000	2014-09-26	5.58	A
USGS	11224000	2014-09-27	5.63	A
USGS	11224000	2014-09-28	6.06	A
USGS	11224000	2014-09-29	6.61	A
USGS	11224000	2014-09-30	6.49	A
USGS	11224000	2014-10-01	6.23	A
USGS	11224000	2014-10-02	5.98	A
USGS	11224000	2014-10-03	5.74	A
USGS	11224000	2014-10-04	5.57	A
USGS	11224000	2014-10-05	5.42	A
USGS	11224000	2014-10-06	5.23	A
USGS	11224000	2014-10-07	5.13	A
USGS	11224000	2014-10-08	4.91	A
USGS	11224000	2014-10-09	4.86	A
USGS	11224000	2014-10-10	4.80	A
USGS	11224000	2014-10-11	4.70	A
USGS	11224000	2014-10-12	4.57	A
USGS	11224000	2014-10-13	4.49	A
USGS	11224000	2014-10-14	4.28	A
USGS	11224000	2014-10-15	4.06	A
USGS	11224000	2014-10-16	3.83	A
USGS	11224000	2014-10-17	3.82	A
USGS	11224000	2014-10-18	3.84	A
USGS	11224000	2014-10-19	3.88	A
USGS	11224000	2014-10-20	3.79	A
USGS	11224000	2014-10-21	3.72	A
USGS	11224000	2014-10-22	3.63	A
USGS	11224000	2014-10-23	3.72	A:e
USGS	11224000	2014-10-24	3.61	A
USGS	11224000	2014-10-25	3.48	A
USGS	11224000	2014-10-26	3.42	A
USGS	11224000	2014-10-27	3.37	A
USGS	11224000	2014-10-28	3.37	A
USGS	11224000	2014-10-29	3.40	A
USGS	11224000	2014-10-30	3.42	A
USGS	11224000	2014-10-31	3.48	A
USGS	11224000	2014-11-01	3.79	A:e
USGS	11224000	2014-11-02	4.26	A:e
USGS	11224000	2014-11-03	4.65	A
USGS	11224000	2014-11-04	5.21	A
USGS	11224000	2014-11-05	5.55	A
USGS	11224000	2014-11-06	5.51	A
USGS	11224000	2014-11-07	5.30	A
USGS	11224000	2014-11-08	5.14	A
USGS	11224000	2014-11-09	5.11	A
USGS	11224000	2014-11-10	5.18	A
USGS	11224000	2014-11-11	5.17	A
USGS	11224000	2014-11-12	5.05	A
USGS	11224000	2014-11-13	6.05	A
USGS	11224000	2014-11-14	6.03	A
USGS	11224000	2014-11-15	5.56	A
USGS	11224000	2014-11-16	5.23	A
USGS	11224000	2014-11-17	4.57	A
USGS	11224000	2014-11-18	5.12	A
USGS	11224000	2014-11-19	4.94	A
USGS	11224000	2014-11-20	4.91	A
USGS	11224000	2014-11-21	4.89	A
USGS	11224000	2014-11-22	5.74	A
USGS	11224000	2014-11-23	5.71	A
USGS	11224000	2014-11-24	4.97	A
USGS	11224000	2014-11-25	5.17	A
USGS	11224000	2014-11-26	5.48	A
USGS	11224000	2014-11-27	5.25	A
USGS	11224000	2014-11-28	5.11	A
USGS	11224000	2014-11-29	4.91	A
USGS	11224000	2014-11-30	5.06	A
USGS	11224000	2014-12-01	4.92	A
USGS	11224000	2014-12-02	5.82	A
USGS	11224000	2014-12-03	12.7	A
USGS	11224000	2014-12-04	10.3	A
USGS	11224000	2014-12-05	9.55	A
USGS	11224000	2014-12-06	9.78	A
USGS	11224000	2014-12-07	8.99	A
USGS	11224000	2014-12-08	8.95	A
USGS	11224000	2014-12-09	8.57	A
USGS	11224000	2014-12-10	8.51	A
USGS	11224000	2014-12-11	8.11	A
USGS	11224000	2014-12-12	7.85	A
USGS	11224000	2014-12-13	9.51	A:e
USGS	11224000	2014-12-14	10.5	A:e
USGS	11224000	2014-12-15	11.0	A:e
USGS	11224000	2014-12-16	11.0	A
USGS	11224000	2014-12-17	10.4	A
USGS	11224000	2014-12-18	10.6	A:e
USGS	11224000	2014-12-19	10.6	A:e
USGS	11224000	2014-12-20	10.3	A
USGS	11224000	2014-12-21	10.6	A
USGS	11224000	2014-12-22	11.0	A:e
USGS	11224000	2014-12-23	11.3	A
USGS	11224000	2014-12-24	11.2	A:e
USGS	11224000	2014-12-25	11.1	A:e
USGS	11224000	2014-12-26	12.1	A
USGS	11224000	2014-12-27	12.2	A:e
USGS	11224000	2014-12-28	12.4	A
USGS	11224000	2014-12-29	12.0	A:e
USGS	11224000	2014-12-30	10.6	A
USGS	11224000	2014-12-31	10.8	A:e
USGS	11224000	2015-01-01	11.1	A
USGS	11224000	2015-01-02	10.3	A
USGS	11224000	2015-01-03	9.58	A
USGS	11224000	2015-01-04	9.61	A
USGS	11224000	2015-01-05	9.54	A
USGS	11224000	2015-01-06	9.67	A
USGS	11224000	2015-01-07	10.1	A
USGS	11224000	2015-01-08	10.6	A:e
USGS	11224000	2015-01-09	10.9	A
USGS	11224000	2015-01-10	11.1	A
USGS	11224000	2015-01-11	11.1	A
USGS	11224000	2015-01-12	10.9	A
USGS	11224000	2015-01-13	10.9	A
USGS	11224000	2015-01-14	10.7	A:e
USGS	11224000	2015-01-15	11.7	A:e
USGS	11224000	2015-01-16	9.95	A
USGS	11224000	2015-01-17	10.1	A:e
USGS	11224000	2015-01-18	10.0	A:e
USGS	11224000	2015-01-19	10.3	A:e
USGS	11224000	2015-01-20	10.3	A:e
USGS	11224000	2015-01-21	10.1	A:e
USGS	11224000	2015-01-22	11.1	A:e
USGS	11224000	2015-01-23	9.92	A:e
USGS	11224000	2015-01-24	9.92	A:e
USGS	11224000	2015-01-25	9.92	A:e
USGS	11224000	2015-01-26	10.4	A
USGS	11224000	2015-01-27	10.8	A
USGS	11224000	2015-01-28	11.3	A
USGS	11224000	2015-01-29	11.1	A
USGS	11224000	2015-01-30	11.2	A
USGS	11224000	2015-01-31	10.7	A
USGS	11224000	2015-02-01	10.9	A:e
USGS	11224000	2015-02-02	10.8	A:e
USGS	11224000	2015-02-03	10.4	A:e
USGS	11224000	2015-02-04	10.3	A
USGS	11224000	2015-02-05	10.7	A
USGS	11224000	2015-02-06	10.0	A
USGS	11224000	2015-02-07	20.1	A
USGS	11224000	2015-02-08	37.6	A
USGS	11224000	2015-02-09	73.7	A
USGS	11224000	2015-02-10	49.2	A
USGS	11224000	2015-02-11	42.1	A
USGS	11224000	2015-02-12	39.3	A
USGS	11224000	2015-02-13	46.6	A
USGS	11224000	2015-02-14	49.5	A
USGS	11224000	2015-02-15	46.9	A
USGS	11224000	2015-02-16	41.5	A
USGS	11224000	2015-02-17	40.9	A
USGS	11224000	2015-02-18	42.2	A
USGS	11224000	2015-02-19	43.5	A
USGS	11224000	2015-02-20	42.1	A
USGS	11224000	2015-02-21	39.2	A
USGS	11224000	2015-02-22	37.2	A
USGS	11224000	2015-02-23	33.8	A
USGS	11224000	2015-02-24	33.9	A:e
