# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-02-23 17:29:15 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11264500 MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11264500
#            TS   parameter     statistic     Description
#        234297       00010     00003     Temperature, water, degrees Celsius (Mean)
#          9529       00010     00001     Temperature, water, degrees Celsius (Maximum)
#          9530       00010     00002     Temperature, water, degrees Celsius (Minimum)
#          9531       00010     00008     Temperature, water, degrees Celsius (Median)
#          9532       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#     4  Statistic computed from less than expected number of instantaneous values for the period
# 
agency_cd	site_no	datetime	234297_00010_00003	234297_00010_00003_cd	9529_00010_00001	9529_00010_00001_cd	9530_00010_00002	9530_00010_00002_cd	9531_00010_00008	9531_00010_00008_cd	9532_00060_00003	9532_00060_00003_cd
USGS	11264500	1980-11-10			7.0	A	5.5	A			17.0	A
USGS	11264500	1980-11-11			7.5	A	6.5	A			32.0	A
USGS	11264500	1980-11-12			6.5	A	5.0	A			37.0	A
USGS	11264500	1980-11-13			5.5	A	4.0	A			31.0	A
USGS	11264500	1980-11-14			4.0	A	3.5	A			29.0	A
USGS	11264500	1980-11-15			3.5	A	3.5	A			29.0	A
USGS	11264500	1980-11-16			4.0	A	3.5	A			26.0	A
USGS	11264500	1980-11-17			4.5	A	4.0	A			26.0	A
USGS	11264500	1980-11-18			4.5	A	4.0	A			25.0	A
USGS	11264500	1980-11-19			5.5	A	4.5	A			24.0	A
USGS	11264500	1980-11-20			5.5	A	5.0	A			23.0	A
USGS	11264500	1980-11-21			5.5	A	5.0	A			23.0	A
USGS	11264500	1980-11-22			6.0	A	5.5	A			23.0	A
USGS	11264500	1980-11-23			6.5	A	6.0	A			22.0	A
USGS	11264500	1980-11-24			6.0	A	4.5	A			21.0	A
USGS	11264500	1980-11-25			6.0	A	5.5	A			20.0	A
USGS	11264500	1980-11-26			6.5	A	5.5	A			17.0	A
USGS	11264500	1980-11-27			6.5	A	6.0	A			17.0	A
USGS	11264500	1980-11-28			6.5	A	5.5	A			17.0	A
USGS	11264500	1980-11-29			7.0	A	6.5	A			17.0	A
USGS	11264500	1980-11-30			6.5	A	6.0	A			17.0	A
USGS	11264500	1980-12-01			6.5	A	5.5	A			17.0	A
USGS	11264500	1980-12-02			6.5	A	5.5	A			17.0	A
USGS	11264500	1980-12-03			6.5	A	6.5	A			21.0	A
USGS	11264500	1980-12-04			6.5	A	4.5	A			55.0	A
USGS	11264500	1980-12-05			4.5	A	2.5	A			33.0	A
USGS	11264500	1980-12-06			2.5	A	2.0	A			24.0	A
USGS	11264500	1980-12-07			2.0	A	1.5	A			20.0	A
USGS	11264500	1980-12-08			1.5	A	1.5	A			20.0	A
USGS	11264500	1980-12-09			1.5	A	1.0	A			24.0	A
USGS	11264500	1980-12-10			1.5	A	1.0	A			24.0	A
USGS	11264500	1980-12-11			1.0	A	1.0	A			25.0	A
USGS	11264500	1980-12-12			1.0	A	1.0	A			24.0	A
USGS	11264500	1980-12-13			1.5	A	1.0	A			25.0	A
USGS	11264500	1980-12-14			1.5	A	1.0	A			24.0	A
USGS	11264500	1980-12-15			2.5	A	1.5	A			25.0	A
USGS	11264500	1980-12-16			3.0	A	2.5	A			29.0	A
USGS	11264500	1980-12-17			3.5	A	2.5	A			30.0	A
USGS	11264500	1980-12-18			3.5	A	3.0	A			32.0	A
USGS	11264500	1980-12-19			3.5	A	2.5	A			31.0	A
USGS	11264500	1980-12-20			3.0	A	3.0	A			28.0	A
USGS	11264500	1980-12-21			4.0	A	3.0	A			27.0	A
USGS	11264500	1980-12-22			5.5	A	4.0	A			29.0	A
USGS	11264500	1980-12-23			4.5	A	2.5	A			31.0	A
USGS	11264500	1980-12-24			3.0	A	2.5	A			27.0	A
USGS	11264500	1980-12-25			5.5	A	3.0	A			26.0	A
USGS	11264500	1980-12-26			5.5	A	5.0	A			27.0	A
USGS	11264500	1980-12-27			5.5	A	5.0	A			30.0	A
USGS	11264500	1980-12-28			5.5	A	3.5	A			30.0	A
USGS	11264500	1980-12-29			3.5	A	3.0	A			28.0	A
USGS	11264500	1980-12-30			3.5	A	3.0	A			27.0	A
USGS	11264500	1980-12-31			3.0	A	2.5	A			26.0	A
USGS	11264500	1981-01-01			2.5	A	2.5	A			25.0	A
USGS	11264500	1981-01-02			3.0	A	2.5	A			24.0	A
USGS	11264500	1981-01-03			4.5	A	3.0	A			24.0	A
USGS	11264500	1981-01-04			4.5	A	3.0	A			25.0	A
USGS	11264500	1981-01-05			3.0	A	2.5	A			23.0	A
USGS	11264500	1981-01-06			2.5	A	2.0	A			22.0	A
USGS	11264500	1981-01-07			2.5	A	2.0	A			21.0	A
USGS	11264500	1981-01-08			2.5	A	2.0	A			20.0	A
USGS	11264500	1981-01-09			2.5	A	2.0	A			20.0	A
USGS	11264500	1981-01-10			2.5	A	2.0	A			19.0	A
USGS	11264500	1981-01-11			2.5	A	2.5	A			19.0	A
USGS	11264500	1981-01-12			3.5	A	2.5	A			19.0	A
USGS	11264500	1981-01-13			4.0	A	3.5	A			19.0	A
USGS	11264500	1981-01-14			4.0	A	3.5	A			19.0	A
USGS	11264500	1981-01-15			4.0	A	3.5	A			18.0	A
USGS	11264500	1981-01-16			4.5	A	4.0	A			17.0	A
USGS	11264500	1981-01-17			4.0	A	3.5	A			17.0	A
USGS	11264500	1981-01-18			4.0	A	4.0	A			16.0	A
USGS	11264500	1981-01-19			4.5	A	4.0	A			17.0	A
USGS	11264500	1981-01-20			4.0	A	3.5	A			16.0	A
USGS	11264500	1981-01-21			4.5	A	3.5	A			16.0	A
USGS	11264500	1981-01-22			5.0	A	4.5	A			17.0	A
USGS	11264500	1981-01-23			5.0	A	2.0	A			22.0	A
USGS	11264500	1981-01-24			2.5	A	1.5	A			23.0	A
USGS	11264500	1981-01-25			1.5	A	1.0	A			20.0	A
USGS	11264500	1981-01-26			1.5	A	1.0	A			23.0	A
USGS	11264500	1981-01-27			1.5	A	1.5	A			38.0	A
USGS	11264500	1981-01-28			1.5	A	0.5	A			39.0	A
USGS	11264500	1981-01-29			0.5	A	0.0	A			34.0	A
USGS	11264500	1981-01-30			0.5	A	0.5	A			40.0	A
USGS	11264500	1981-01-31			0.5	A	0.0	A			41.0	A
USGS	11264500	1981-02-01			1.0	A	0.0	A			49.0	A
USGS	11264500	1981-02-02			1.0	A	0.5	A			51.0	A
USGS	11264500	1981-02-03			1.0	A	0.5	A			52.0	A
USGS	11264500	1981-02-04			1.0	A	0.5	A			54.0	A
USGS	11264500	1981-02-05			1.0	A	0.5	A			55.0	A
USGS	11264500	1981-02-06			1.0	A	0.5	A			51.0	A
USGS	11264500	1981-02-07			1.0	A	0.5	A			49.0	A
USGS	11264500	1981-02-08			1.0	A	1.0	A			49.0	A
USGS	11264500	1981-02-09			1.5	A	1.0	A			51.0	A
USGS	11264500	1981-02-10			1.5	A	1.0	A			50.0	A
USGS	11264500	1981-02-11			2.5	A	1.5	A			51.0	A
USGS	11264500	1981-02-12			2.5	A	1.5	A			52.0	A
USGS	11264500	1981-02-13			3.0	A	2.0	A			59.0	A
USGS	11264500	1981-02-14			3.5	A	2.5	A			102	A
USGS	11264500	1981-02-15			3.5	A	1.5	A			105	A
USGS	11264500	1981-02-16			5.0	A	3.0	A			99.0	A
USGS	11264500	1981-02-17			5.0	A	3.5	A			113	A
USGS	11264500	1981-02-18			5.0	A	3.0	A			116	A
USGS	11264500	1981-02-19			5.5	A	3.5	A			131	A
USGS	11264500	1981-02-20			4.5	A	2.0	A			126	A
USGS	11264500	1981-02-21			4.5	A	2.5	A			112	A
USGS	11264500	1981-02-22			5.0	A	2.5	A			114	A
USGS	11264500	1981-02-23			4.5	A	2.5	A			119	A
USGS	11264500	1981-02-24			3.0	A	1.5	A			115	A
USGS	11264500	1981-02-25			1.5	A	1.5	A			103	A
USGS	11264500	1981-02-26			1.5	A	1.0	A			95.0	A
USGS	11264500	1981-02-27			2.0	A	1.0	A			86.0	A
USGS	11264500	1981-02-28			2.0	A	1.5	A			82.0	A
USGS	11264500	1981-03-01			3.0	A	2.0	A			80.0	A
USGS	11264500	1981-03-02			3.5	A	2.5	A			78.0	A
USGS	11264500	1981-03-03			4.0	A	2.5	A			76.0	A
USGS	11264500	1981-03-04			4.0	A	2.5	A			75.0	A
USGS	11264500	1981-03-05			4.0	A	2.5	A			72.0	A
USGS	11264500	1981-03-06			4.5	A	2.0	A			69.0	A
USGS	11264500	1981-03-07			5.0	A	3.5	A			69.0	A
USGS	11264500	1981-03-08			6.0	A	4.0	A			71.0	A
USGS	11264500	1981-03-09			6.0	A	3.5	A			75.0	A
USGS	11264500	1981-03-10			7.0	A	3.5	A			83.0	A
USGS	11264500	1981-03-11			5.5	A	3.5	A			90.0	A
USGS	11264500	1981-03-12			5.0	A	3.5	A			89.0	A
USGS	11264500	1981-03-13			4.0	A	2.0	A			92.0	A
USGS	11264500	1981-03-14			4.0	A	1.5	A			89.0	A
USGS	11264500	1981-03-15			4.5	A	2.5	A			90.0	A
USGS	11264500	1981-03-16			6.5	A	4.5	A			91.0	A
USGS	11264500	1981-03-17			5.5	A	2.5	A			89.0	A
USGS	11264500	1981-03-18			5.5	A	3.5	A			87.0	A
USGS	11264500	1981-03-19			5.0	A	2.5	A			101	A
USGS	11264500	1981-03-20			2.5	A	2.0	A			106	A
USGS	11264500	1981-03-21			4.0	A	2.5	A			114	A
USGS	11264500	1981-03-22			6.5	A	3.5	A			118	A
USGS	11264500	1981-03-23			6.0	A	3.0	A			122	A
USGS	11264500	1981-03-24			7.0	A	4.0	A			126	A
USGS	11264500	1981-03-25			5.5	A	4.5	A			154	A
USGS	11264500	1981-03-26			5.0	A	3.0	A			172	A
USGS	11264500	1981-03-27			4.5	A	1.5	A			143	A
USGS	11264500	1981-03-28			7.0	A	3.0	A			134	A
USGS	11264500	1981-03-29			6.5	A	4.5	A			166	A
USGS	11264500	1981-03-30			5.0	A	2.0	A			154	A
USGS	11264500	1981-03-31			6.0	A	3.0	A			146	A
USGS	11264500	1981-04-01			6.5	A	5.0	A			143	A
USGS	11264500	1981-04-02			5.5	A	4.0	A			141	A
USGS	11264500	1981-04-03			6.5	A	3.0	A			102	A
USGS	11264500	1981-04-04			7.5	A	3.5	A			112	A
USGS	11264500	1981-04-05			7.0	A	3.5	A			171	A
USGS	11264500	1981-04-06			7.0	A	3.0	A			233	A
USGS	11264500	1981-04-07			6.5	A	2.5	A			263	A
USGS	11264500	1981-04-08			7.5	A	2.5	A			267	A
USGS	11264500	1981-04-09			8.0	A	3.5	A			330	A
USGS	11264500	1981-04-10			7.0	A	3.5	A			379	A
USGS	11264500	1981-04-11			7.5	A	3.5	A			347	A
USGS	11264500	1981-04-12			8.0	A	3.0	A			328	A
USGS	11264500	1981-04-13			9.0	A	4.5	A			382	A
USGS	11264500	1981-04-14			9.0	A	8.5	A			465	A
USGS	11264500	1981-04-15			10.0	A	5.0	A			565	A
USGS	11264500	1981-04-16			10.0	A	5.0	A			638	A
USGS	11264500	1981-04-17			10.0	A	5.5	A			668	A
USGS	11264500	1981-04-18			8.0	A	6.5	A			616	A
USGS	11264500	1981-04-19			6.5	A	5.0	A			556	A
USGS	11264500	1981-04-20			9.0	A	5.0	A			440	A
USGS	11264500	1981-04-21			11.0	A	6.0	A			523	A
USGS	11264500	1981-04-22			11.5	A	6.5	A			801	A
USGS	11264500	1981-04-23			10.0	A	6.5	A			1150	A
USGS	11264500	1981-04-24			10.0	A	5.5	A			1380	A
USGS	11264500	1981-04-25			8.5	A	5.0	A			1340	A
USGS	11264500	1981-04-26			6.5	A	6.0	A			1050	A
USGS	11264500	1981-04-27			10.0	A	4.5	A			748	A
USGS	11264500	1981-04-28			11.0	A	5.0	A			869	A
USGS	11264500	1981-04-29			11.5	A	6.0	A			1310	A
USGS	11264500	1981-04-30			11.5	A	7.0	A			1700	A
USGS	11264500	1981-05-01			11.5	A	6.5	A			1830	A
USGS	11264500	1981-05-02			10.0	A	6.5	A			1790	A
USGS	11264500	1981-05-03			9.0	A	4.5	A			1420	A
USGS	11264500	1981-05-04			9.0	A	5.0	A			1110	A
USGS	11264500	1981-05-05			9.0	A	5.0	A			1010	A
USGS	11264500	1981-05-06			8.5	A	4.0	A			848	A
USGS	11264500	1981-05-07			9.5	A	4.5	A			752	A
USGS	11264500	1981-05-08			11.0	A	5.0	A			792	A
USGS	11264500	1981-05-09			11.5	A	7.0	A			1070	A
USGS	11264500	1981-05-10			11.5	A	7.0	A			1290	A
USGS	11264500	1981-05-11			11.5	A	7.0	A			1340	A
USGS	11264500	1981-05-12			12.0	A	7.0	A			1360	A
USGS	11264500	1981-05-13			12.0	A	8.0	A			1420	A
USGS	11264500	1981-05-14			10.0	A	8.0	A			1390	A
USGS	11264500	1981-05-15			8.5	A	6.5	A			949	A
USGS	11264500	1981-05-16			9.5	A	5.5	A			643	A
USGS	11264500	1981-05-17			10.5	A	5.5	A			569	A
USGS	11264500	1981-05-18			9.0	A	8.5	A			676	A
USGS	11264500	1981-05-19			8.5	A	6.5	A			600	A
USGS	11264500	1981-05-20			8.5	A	5.0	A			517	A
USGS	11264500	1981-05-21			10.5	A	6.0	A			442	A
USGS	11264500	1981-05-22			12.0	A	7.5	A			498	A
USGS	11264500	1981-05-23			11.0	A	9.0	A			658	A
USGS	11264500	1981-05-24			12.5	A	9.0	A			756	A
USGS	11264500	1981-05-25			11.0	A	9.5	A			983	A
USGS	11264500	1981-05-26			10.5	A	9.5	A			1040	A
USGS	11264500	1981-05-27			12.5	A	8.5	A			1180	A
USGS	11264500	1981-05-28			13.5	A	8.5	A			1240	A
USGS	11264500	1981-05-29			14.0	A	9.0	A			1310	A
USGS	11264500	1981-05-30			13.0	A	9.5	A			1630	A
USGS	11264500	1981-05-31			13.0	A	8.5	A			1460	A
USGS	11264500	1981-06-01			13.5	A	9.5	A			1350	A
USGS	11264500	1981-06-02			12.0	A	10.5	A			1310	A
USGS	11264500	1981-06-03			13.5	A	9.0	A			1160	A
USGS	11264500	1981-06-04			15.5	A	10.5	A			1240	A
USGS	11264500	1981-06-05			16.0	A	12.5	A			1460	A
USGS	11264500	1981-06-06			15.0	A	12.0	A			1470	A
USGS	11264500	1981-06-07			15.0	A	12.0	A			1240	A
USGS	11264500	1981-06-08			16.0	A	12.0	A			1070	A
USGS	11264500	1981-06-09			16.0	A	12.5	A			1080	A
USGS	11264500	1981-06-10			15.5	A	12.5	A			972	A
USGS	11264500	1981-06-11			15.0	A	12.5	A			813	A
USGS	11264500	1981-06-12			13.5	A	11.5	A			677	A
USGS	11264500	1981-06-13			12.5	A	9.5	A			515	A
USGS	11264500	1981-06-14			14.0	A	9.0	A			373	A
USGS	11264500	1981-06-15			15.0	A	9.5	A			305	A
USGS	11264500	1981-06-16			15.5	A	12.0	A			322	A
USGS	11264500	1981-06-17			16.5	A	11.5	A			370	A
USGS	11264500	1981-06-18			17.0	A	13.0	A			386	A
USGS	11264500	1981-06-19			18.0	A	14.5	A			407	A
USGS	11264500	1981-06-20			18.5	A	15.0	A			452	A
USGS	11264500	1981-06-21									418	A
USGS	11264500	1981-06-22									380	A
USGS	11264500	1981-06-23									367	A
USGS	11264500	1981-06-24									331	A
USGS	11264500	1981-06-25									292	A
USGS	11264500	1981-06-26									256	A
USGS	11264500	1981-06-27									228	A
USGS	11264500	1981-06-28									211	A
USGS	11264500	1981-06-29									210	A
USGS	11264500	1981-06-30									270	A
USGS	11264500	1981-07-01									440	A
USGS	11264500	1981-07-02									308	A
USGS	11264500	1981-07-03									229	A
USGS	11264500	1981-07-04									189	A
USGS	11264500	1981-07-05									170	A
USGS	11264500	1981-07-06									163	A
USGS	11264500	1981-07-07									165	A
USGS	11264500	1981-07-08									161	A
USGS	11264500	1981-07-09									141	A
USGS	11264500	1981-07-10									121	A
USGS	11264500	1981-07-11									104	A
USGS	11264500	1981-07-12									94.0	A
USGS	11264500	1981-07-13									86.0	A
USGS	11264500	1981-07-14									80.0	A
USGS	11264500	1981-07-15									76.0	A
USGS	11264500	1981-07-16									75.0	A
USGS	11264500	1981-07-17									76.0	A
USGS	11264500	1981-07-18									77.0	A
USGS	11264500	1981-07-19									76.0	A
USGS	11264500	1981-07-20									72.0	A
USGS	11264500	1981-07-21									68.0	A
USGS	11264500	1981-07-22									61.0	A
USGS	11264500	1981-07-23									58.0	A
USGS	11264500	1981-07-24									55.0	A
USGS	11264500	1981-07-25									53.0	A
USGS	11264500	1981-07-26									52.0	A
USGS	11264500	1981-07-27									48.0	A
USGS	11264500	1981-07-28									46.0	A
USGS	11264500	1981-07-29									45.0	A
USGS	11264500	1981-07-30									42.0	A
USGS	11264500	1981-07-31									40.0	A
USGS	11264500	1981-08-01									37.0	A
USGS	11264500	1981-08-02									35.0	A
USGS	11264500	1981-08-03									33.0	A
USGS	11264500	1981-08-04									31.0	A
USGS	11264500	1981-08-05									29.0	A
USGS	11264500	1981-08-06									27.0	A
USGS	11264500	1981-08-07			16.8	A	14.0	A			26.0	A
USGS	11264500	1981-08-08			17.2	A	14.8	A			24.0	A
USGS	11264500	1981-08-09			17.1	A	14.9	A			24.0	A
USGS	11264500	1981-08-10			17.7	A	15.6	A			24.0	A
USGS	11264500	1981-08-11			17.4	A	15.3	A			25.0	A
USGS	11264500	1981-08-12			17.2	A	15.2	A			26.0	A
USGS	11264500	1981-08-13			17.9	A	15.9	A			28.0	A
USGS	11264500	1981-08-14			17.1	A	14.9	A			39.0	A
USGS	11264500	1981-08-15			16.4	A	14.3	A			30.0	A
USGS	11264500	1981-08-16			16.9	A	15.2	A			31.0	A
USGS	11264500	1981-08-17			16.5	A	14.9	A			29.0	A
USGS	11264500	1981-08-18			16.6	A	14.8	A			35.0	A
USGS	11264500	1981-08-19			16.4	A	14.5	A			29.0	A
USGS	11264500	1981-08-20			15.1	A	12.7	A			26.0	A
USGS	11264500	1981-08-21			14.3	A	12.1	A			23.0	A
USGS	11264500	1981-08-22			14.9	A	12.6	A			21.0	A
USGS	11264500	1981-08-23			15.0	A	12.6	A			20.0	A
USGS	11264500	1981-08-24			15.2	A	12.7	A			18.0	A
USGS	11264500	1981-08-25			16.0	A	13.0	A			17.0	A
USGS	11264500	1981-08-26			16.8	A	14.0	A			15.0	A
USGS	11264500	1981-08-27			17.0	A	14.4	A			14.0	A
USGS	11264500	1981-08-28			17.4	A	14.6	A			14.0	A
USGS	11264500	1981-08-29			16.8	A	14.0	A			14.0	A
USGS	11264500	1981-08-30			16.6	A	13.9	A			13.0	A
USGS	11264500	1981-08-31			16.4	A	13.8	A			14.0	A
USGS	11264500	1981-09-01			16.3	A	13.7	A			14.0	A
USGS	11264500	1981-09-02			15.9	A	13.3	A			14.0	A
USGS	11264500	1981-09-03			15.8	A	13.2	A			12.0	A
USGS	11264500	1981-09-04			15.4	A	12.8	A			12.0	A
USGS	11264500	1981-09-05			15.3	A	12.7	A			12.0	A
USGS	11264500	1981-09-06			15.2	A	12.6	A			11.0	A
USGS	11264500	1981-09-07			15.2	A	12.7	A			11.0	A
USGS	11264500	1981-09-08			14.7	A	13.3	A			10.0	A
USGS	11264500	1981-09-09			15.9	A	13.4	A			10.0	A
USGS	11264500	1981-09-10			15.1	A	13.3	A			10.0	A
USGS	11264500	1981-09-11			14.6	A	13.1	A			10.0	A
USGS	11264500	1981-09-12			14.6	A	13.4	A			10.0	A
USGS	11264500	1981-09-13			15.1	A	13.3	A			11.0	A
USGS	11264500	1981-09-14			14.3	A	13.2	A			14.0	A
USGS	11264500	1981-09-15			14.8	A	13.3	A			14.0	A
USGS	11264500	1981-09-16			15.0	A	13.5	A			13.0	A
USGS	11264500	1981-09-17			14.7	A	13.5	A			13.0	A
USGS	11264500	1981-09-18			14.8	A	13.1	A			13.0	A
USGS	11264500	1981-09-19			15.3	A	13.2	A			13.0	A
USGS	11264500	1981-09-20			14.8	A	12.8	A			13.0	A
USGS	11264500	1981-09-21			14.6	A	12.5	A			13.0	A
USGS	11264500	1981-09-22			13.9	A	12.0	A			13.0	A
USGS	11264500	1981-09-23			12.8	A	11.1	A			13.0	A
USGS	11264500	1981-09-24			12.3	A	10.5	A			12.0	A
USGS	11264500	1981-09-25			12.8	A	10.7	A			11.0	A
USGS	11264500	1981-09-26			12.7	A	10.4	A			10.0	A
USGS	11264500	1981-09-27			13.1	A	10.7	A			10.0	A
USGS	11264500	1981-09-28			12.6	A	11.1	A			9.70	A
USGS	11264500	1981-09-29			13.3	A	11.7	A			9.30	A
USGS	11264500	1981-09-30			12.8	A	10.7	A			9.00	A
USGS	11264500	1981-10-01			11.9	A	10.7	A			8.60	A
USGS	11264500	1981-10-02			12.4	A	10.7	A			8.50	A
USGS	11264500	1981-10-03			12.0	A	11.1	A			9.40	A
USGS	11264500	1981-10-04			11.6	A	10.0	A			10.0	A
USGS	11264500	1981-10-05			10.9	A	9.2	A			9.40	A
USGS	11264500	1981-10-06			11.0	A	9.1	A			8.90	A
USGS	11264500	1981-10-07			10.4	A	9.7	A			9.20	A
USGS	11264500	1981-10-08			10.1	A	8.6	A			11.0	A
USGS	11264500	1981-10-09			10.2	A	8.4	A			10.0	A
USGS	11264500	1981-10-10			9.6	A	8.9	A			13.0	A
USGS	11264500	1981-10-11			8.7	A	6.4	A			36.0	A
USGS	11264500	1981-10-12			6.2	A	4.9	A			34.0	A
USGS	11264500	1981-10-13			5.1	A	4.0	A			32.0	A
USGS	11264500	1981-10-14			5.6	A	4.6	A			30.0	A
USGS	11264500	1981-10-15			5.6	A	4.5	A			28.0	A
USGS	11264500	1981-10-16			6.0	A	4.8	A			26.0	A
USGS	11264500	1981-10-17			7.0	A	5.5	A			26.0	A
USGS	11264500	1981-10-18			7.8	A	6.5	A			27.0	A
USGS	11264500	1981-10-19			7.9	A	6.9	A			27.0	A
USGS	11264500	1981-10-20			8.1	A	7.2	A			28.0	A
USGS	11264500	1981-10-21			8.1	A	7.3	A			29.0	A
USGS	11264500	1981-10-22			8.0	A	6.9	A			30.0	A
USGS	11264500	1981-10-23			8.1	A	7.3	A			30.0	A
USGS	11264500	1981-10-24			8.1	A	7.3	A			29.0	A
USGS	11264500	1981-10-25			8.3	A	7.5	A			26.0	A
USGS	11264500	1981-10-26			8.3	A	7.5	A			25.0	A
USGS	11264500	1981-10-27			7.9	A	7.1	A			24.0	A
USGS	11264500	1981-10-28			8.0	A	6.1	A			68.0	A
USGS	11264500	1981-10-29			6.0	A	4.0	A			71.0	A
USGS	11264500	1981-10-30			4.9	A	2.3	A			67.0	A
USGS	11264500	1981-10-31			6.9	A	4.3	A			79.0	A
USGS	11264500	1981-11-01			7.5	A	5.5	A			92.0	A
USGS	11264500	1981-11-02			7.7	A	5.5	A			98.0	A
USGS	11264500	1981-11-03			7.1	A	5.2	A			98.0	A
USGS	11264500	1981-11-04			7.3	A	5.0	A			94.0	A
USGS	11264500	1981-11-05			7.3	A	5.5	A			86.0	A
USGS	11264500	1981-11-06			7.5	A	6.6	A			85.0	A
USGS	11264500	1981-11-07			6.9	A	5.1	A			83.0	A
USGS	11264500	1981-11-08			6.6	A	4.8	A			76.0	A
USGS	11264500	1981-11-09			6.3	A	4.8	A			68.0	A
USGS	11264500	1981-11-10			6.8	A	5.5	A			62.0	A
USGS	11264500	1981-11-11			6.8	A	5.2	A			57.0	A
USGS	11264500	1981-11-12			6.9	A	5.6	A			56.0	A
USGS	11264500	1981-11-13			6.7	A	5.5	A			230	A
USGS	11264500	1981-11-14			6.1	A	5.1	A			713	A
USGS	11264500	1981-11-15			7.4	A	5.5	A			520	A
USGS	11264500	1981-11-16			6.4	A	4.5	A			400	A
USGS	11264500	1981-11-17			6.3	A	3.2	A			258	A
USGS	11264500	1981-11-18			4.4	A	2.1	A			192	A
USGS	11264500	1981-11-19			5.0	A	3.3	A			171	A
USGS	11264500	1981-11-20			5.1	A	3.4	A			150	A
USGS	11264500	1981-11-21			5.5	A	3.8	A			136	A
USGS	11264500	1981-11-22			7.4	A	5.2	A			143	A
USGS	11264500	1981-11-23			7.6	A	6.2	A			157	A
USGS	11264500	1981-11-24			6.1	A	3.0	A			180	A
USGS	11264500	1981-11-25			2.6	A	1.5	A			145	A
USGS	11264500	1981-11-26			1.4	A	0.6	A			121	A
USGS	11264500	1981-11-27			1.1	A	0.1	A			115	A
USGS	11264500	1981-11-28			1.5	A	0.7	A			112	A
USGS	11264500	1981-11-29			1.2	A	0.4	A			103	A
USGS	11264500	1981-11-30			1.2	A	0.5	A			98.0	A
USGS	11264500	1981-12-01			2.6	A	1.1	A			98.0	A
USGS	11264500	1981-12-02			2.7	A	1.8	A			100	A
USGS	11264500	1981-12-03			3.0	A	1.6	A			99.0	A
USGS	11264500	1981-12-04			3.9	A	2.1	A			99.0	A
USGS	11264500	1981-12-05			3.5	A	2.1	A			97.0	A
USGS	11264500	1981-12-06			3.0	A	1.9	A			92.0	A
USGS	11264500	1981-12-07			3.7	A	2.2	A			90.0	A
USGS	11264500	1981-12-08			3.8	A	2.2	A			90.0	A
USGS	11264500	1981-12-09			4.3	A	3.0	A			89.0	A
USGS	11264500	1981-12-10			4.1	A	3.4	A			90.0	A
USGS	11264500	1981-12-11			3.1	A	1.0	A			84.0	A
USGS	11264500	1981-12-12			2.4	A	0.8	A			85.0	A
USGS	11264500	1981-12-13			4.0	A	2.2	A			90.0	A
USGS	11264500	1981-12-14			4.3	A	3.2	A			91.0	A
USGS	11264500	1981-12-15			4.9	A	3.5	A			90.0	A
USGS	11264500	1981-12-16			3.3	A	2.1	A			88.0	A
USGS	11264500	1981-12-17			4.0	A	2.1	A			85.0	A
USGS	11264500	1981-12-18			4.7	A	2.9	A			86.0	A
USGS	11264500	1981-12-19			5.8	A	4.6	A			252	A
USGS	11264500	1981-12-20			5.5	A	3.2	A			768	A
USGS	11264500	1981-12-21			3.0	A	1.6	A			517	A
USGS	11264500	1981-12-22			1.3	A	0.0	A			282	A
USGS	11264500	1981-12-23			1.3	A	0.4	A			230	A
USGS	11264500	1981-12-24			1.7	A	0.3	A			194	A
USGS	11264500	1981-12-25			2.8	A	1.6	A			180	A
USGS	11264500	1981-12-26			3.4	A	1.9	A			164	A
USGS	11264500	1981-12-27			3.6	A	1.9	A			167	A
USGS	11264500	1981-12-28			2.7	A	1.4	A			147	A
USGS	11264500	1981-12-29			3.1	A	0.9	A			144	A
USGS	11264500	1981-12-30			2.9	A	1.8	A			169	A
USGS	11264500	1981-12-31			2.0	A	1.0	A			162	A
USGS	11264500	1982-01-01			1.0	A	0.0	A			150	A
USGS	11264500	1982-01-02			0.0	A	0.0	A			148	A
USGS	11264500	1982-01-03			0.0	A	0.0	A			144	A
USGS	11264500	1982-01-04			0.0	A	0.0	A			133	A
USGS	11264500	1982-01-05			0.0	A	0.0	A			135	A
USGS	11264500	1982-01-06			0.0	A	0.0	A			146	A
USGS	11264500	1982-01-07			0.0	A	0.0	A			207	A
USGS	11264500	1982-01-08			0.5	A	0.0	A			193	A
USGS	11264500	1982-01-09			1.5	A	0.5	A			180	A
